x_1	x_2	f(x)	erro
0.5024871168079972	0.5024880076082603	0.49503725151561795	0.4824875621886578
0.5008323270357756	0.5008315439308794	0.4983375132669485	0.0032947571577385815
0.5002772463765501	0.5002780072735618	0.49944490050348556	0.001106756743406212
0.5000929320720773	0.5000922321579115	0.49981485291315214	0.00036990381485046964
0.5000307611547639	0.5000309724391769	0.4999382683115998	0.00012343012066895476
0.5000101543791571	0.5000104228200435	0.49997942301254605	4.1164355555678434e-05
0.5000035161825714	0.5000033415514702	0.4999931422894879	1.3719744382245658e-05
0.5000266233333861	0.4999756263262689	0.4999977516432228	4.5689489297506825e-06
0.5000317671950696	0.49996899670474415	0.49999923807054525	1.4512116387477292e-06
0.5000333806920074	0.49996693183161817	0.49999968968414876	5.047280742798144e-07
